WK_DT,PIPE_NO,DV_R,DA_R,AV_R,AA_R,PM_R,FIN_JGMT
20220401100115700,PP22032200023,250,7000,255,4200,5000,0
20220401100115700,PP22032200023,255,7100,260,4100,5100,0
20220401100115900,PP22032200023,260,7200,255,4300,5200,0
20220401100115900,PP22032200023,255,7100,250,4400,5100,0
20220401100116200,PP22032200023,250,7000,255,4200,5000,0
20220401100116200,PP22032200023,255,6900,260,4000,4900,0
20220401100116400,PP22032200023,260,6800,255,3900,4800,0
20220401100116400,PP22032200023,255,6900,250,3800,4700,0
20220401100116600,PP22032200023,250,7000,250,3850,4800,0
20220401100116600,PP22032200023,255,7100,255,3900,4900,0
20220401100116900,PP22032200023,260,7200,260,4000,5000,0
20220401100116900,PP22032200023,255,7100,255,4100,5100,0
20220401100117100,PP22032200023,250,7000,250,4200,5200,0
20220401100117100,PP22032200023,255,6900,255,4300,5000,0
20220401100117400,PP22032200023,260,6800,260,4400,4900,0
20220401100117400,PP22032200023,255,6900,255,4500,4800,0
20220401100117600,PP22032200023,260,7000,250,4200,4700,0
20220401100117600,PP22032200023,255,7100,255,4100,4800,0
20220401100117800,PP22032200023,250,7200,260,4000,4900,0
20220401100117800,PP22032200023,255,7100,255,4000,5000,0
20220401100118100,PP22032200023,260,7000,250,4200,5100,0
20220401100118100,PP22032200023,255,7000,255,4100,5200,0
20220401100118300,PP22032200023,250,7100,260,4300,5100,0
20220401100118300,PP22032200023,250,7200,255,4400,5000,0
20220401100118600,PP22032200023,255,7100,260,4200,5100,0
20220401100118600,PP22032200023,260,7000,255,4000,5200,0
20220401100118800,PP22032200017,255,6900,250,3900,5100,0
20220401100118800,PP22032200017,250,6800,255,3800,5000,0
20220401100118900,PP22032200017,255,6900,260,3850,4900,0
20220401100118900,PP22032200017,260,7000,255,3900,4800,0
20220401100119200,PP22032200017,255,7100,250,4000,4700,0
20220401100119200,PP22032200017,250,7200,250,4100,4800,0
20220401100119400,PP22032200017,255,7100,255,4200,4900,0
20220401100119400,PP22032200017,260,7000,260,4300,5000,0
20220401100119600,PP22032200017,255,6900,255,4400,5100,0
20220401100119600,PP22032200017,250,6800,250,4500,5200,0
20220401100119900,PP22032200017,255,6900,255,4200,5000,0
20220401100119900,PP22032200017,260,7000,260,4100,4900,0
20220401100120100,PP22032200017,255,7100,255,4000,4800,0
20220401100120100,PP22032200017,260,7200,250,4000,4700,0
20220401100120400,PP22032200017,255,7100,255,4200,4800,0
20220401100120400,PP22032200017,250,7000,260,4100,4900,0
20220401100120600,PP22032200017,255,7000,255,4300,5000,0
20220401100120600,PP22032200017,260,7100,250,4400,5100,0
20220401100120800,PP22032200017,255,7200,255,4200,5200,0
20220401100120800,PP22032200017,250,7100,260,4000,5100,0
20220401100121100,PP22032200017,250,7000,255,3900,5000,0
20220401100121100,PP22032200017,255,6900,260,3800,5100,0
20220401100121300,PP22032200017,260,6800,255,3850,5200,0
20220401100121300,PP22032200017,255,6900,250,3900,5100,0
20220401100121600,PP22032200017,250,7000,255,4000,5000,0
20220401100121600,PP22032200017,255,7100,260,4100,4900,0
20220401100121800,PP22032200017,260,7200,255,4200,4800,0
20220401100121800,PP22032200017,255,7100,250,4300,4700,0
20220401100122000,PP22032200017,250,7000,250,4400,4800,0
20220401100122000,PP22032200017,255,6900,255,4500,4900,0
20220401100122300,PP22032200017,260,6800,260,4200,5000,0
20220401100122300,PP22032200017,255,6900,255,4100,5100,0
20220401100122400,PP22032200017,250,7000,250,4000,5200,0
20220401100122400,PP22032200017,255,7100,255,4000,5000,0
20220401100122800,PP22032200017,260,7200,260,4200,4900,0
20220401100122800,PP22032200017,255,7100,255,4100,4800,0
20220401100122900,PP22032200017,260,7000,250,4300,4700,0
20220401100122900,PP22032200017,255,7300,255,4400,4800,0
20220401100123100,PP22032200017,250,7200,260,4200,4900,0
20220401100123100,PP22032200017,255,7000,255,4000,5000,0
20220401100123400,PP22032200017,260,7100,250,3900,5100,0
20220401100123400,PP22032200017,255,7200,255,3800,5200,0
20220401100123600,PP22032200017,250,7100,260,3850,5100,0
20220401100123600,PP22032200017,250,7000,255,3900,5000,0
20220401100123800,PP22032200017,255,6900,260,4000,5100,0
20220401100123800,PP22032200017,260,6800,255,4100,5200,0
20220401100124100,PP22032200017,255,6900,250,4200,5100,0
20220401100124100,PP22032200017,250,7000,255,4300,5000,0
20220401100124300,PP22032200017,255,7100,260,4400,4900,0
20220401100124300,PP22032200017,260,7200,255,4500,4800,0
20220401100124600,PP22032200017,255,7100,250,4200,4700,0
20220401100124600,PP22032200017,250,7000,250,4100,4800,0
20220401100124800,PP22032200017,255,6900,255,4000,4900,0
20220401100124800,PP22032200017,260,6800,260,4000,5000,0
20220401100125000,PP22032200017,255,6900,255,4200,5100,0
20220401100125000,PP22032200017,250,7000,250,4100,5200,0
20220401100125300,PP22032200017,255,7100,255,4300,5000,0
20220401100125300,PP22032200017,260,7200,260,4400,4900,0
20220401100125500,PP22032200017,255,7100,255,4200,4800,0
20220401100125500,PP22032200017,260,7000,250,4000,4700,0
20220401100125800,PP22032200017,255,7000,255,3900,4800,0
20220401100125800,PP22032200017,250,7100,260,3800,4900,0
20220401100126000,PP22032200017,255,7200,255,3850,5000,0
20220401100126000,PP22032200017,260,7100,250,3900,5100,0
20220401100126200,PP22032200017,255,7000,255,4000,5200,0
20220401100126200,PP22032200017,250,6900,260,4100,5100,0
20220401100126500,PP22032200017,250,6800,255,4200,5000,0
20220401100126500,PP22032200017,255,6900,260,4300,5100,0
20220401100126600,PP22032200017,260,7000,255,4400,5200,0
20220401100126600,PP22032200017,255,7100,250,4500,5100,0
20220401100126800,PP22032200017,250,7200,255,4200,5000,0
20220401100126800,PP22032200017,255,7100,260,4100,4900,0
20220401100127100,PP22032200017,260,7000,255,4000,4800,0
20220401100127100,PP22032200017,255,6900,250,4000,4700,0
20220401100127300,PP22032200017,250,6800,250,4200,4800,0
20220401100127300,PP22032200017,255,6900,255,4100,4900,0
20220401100127600,PP22032200017,260,7000,260,4300,5000,0
20220401100127600,PP22032200017,255,7100,255,4400,5100,0
20220401100127800,PP22032200017,250,7200,250,4200,5200,0
20220401100127800,PP22032200017,255,7100,255,4000,5000,0
20220401100128000,PP22032200017,260,7000,260,3900,4900,0
20220401100128000,PP22032200017,255,7000,255,3800,4800,0
20220401100128300,PP22032200017,260,7100,250,3850,4700,0
20220401100128300,PP22032200017,255,7200,255,3900,4800,0
20220401100128500,PP22032200017,250,7100,260,4000,4900,0
20220401100128500,PP22032200017,255,7000,255,4100,5000,0
20220401100128800,PP22032200017,260,6900,250,4200,5100,0
20220401100128800,PP22032200017,255,6800,255,4300,5200,0
20220401100129000,PP22032200017,250,6900,260,4400,5100,0
20220401100129000,PP22032200017,250,7000,255,4500,5000,0
20220401100129200,PP22032200017,255,7100,260,4200,5100,0
20220401100129200,PP22032200017,260,7200,255,4100,5200,0
20220401100129500,PP22032200017,255,7100,250,4000,5100,0
20220401100129500,PP22032200017,250,7000,255,4000,5000,0
20220401100129700,PP22032200017,255,6900,260,4200,4900,0
20220401100129700,PP22032200017,260,6800,255,4100,4800,0
20220401100130000,PP22032200017,255,6900,250,4300,4700,0
20220401100130000,PP22032200017,250,7000,250,4400,4800,0
20220401100130200,PP22032200017,255,7100,255,4200,4900,0
20220401100130200,PP22032200017,260,7200,260,4000,5000,0
20220401100130300,PP22032200017,255,7100,255,3900,5100,0
20220401100130300,PP22032200017,250,7000,250,3800,5200,0
20220401100130600,PP22032200017,255,7000,255,3850,5000,0
20220401100130600,PP22032200017,260,7100,260,3900,4900,0
20220401100130800,PP22032200017,255,7200,255,4000,4800,0
20220401100130800,PP22032200017,260,7100,250,4100,4700,0
20220401100131000,PP22032200017,255,7000,255,4200,4800,0
20220401100131000,PP22032200017,250,6900,260,4300,4900,0
20220401100131300,PP22032200017,255,6800,255,4400,5000,0
20220401100131300,PP22032200017,260,6900,250,4500,5100,0
20220401100131500,PP22032200017,255,7000,255,4200,5200,0
20220401100131500,PP22032200017,250,7100,260,4100,5100,0
20220401100131800,PP22032200017,250,7200,255,4000,5000,0
20220401100131800,PP22032200017,255,7100,260,4000,5100,0
20220401100132000,PP22032200017,260,7000,255,4200,5200,0
20220401100132000,PP22032200017,255,6900,250,4100,5100,0
20220401100132200,PP22032200017,250,6800,255,4300,5000,0
20220401100132200,PP22032200017,255,6900,260,4400,4900,0
20220401100132500,PP22032200017,260,7000,255,4200,4800,0
20220401100132500,PP22032200017,255,7100,250,4000,4700,0
20220401100132700,PP22032200017,250,7200,250,3900,4800,0
20220401100132700,PP22032200017,255,7100,255,3800,4900,0
20220401100133000,PP22032200017,260,7000,260,3850,5000,0
20220401100133000,PP22032200017,255,7000,255,3900,5100,0
20220401100133200,PP22032200017,250,7100,250,4000,5200,0
20220401100133200,PP22032200017,255,7200,255,4100,5000,0
20220401100133400,PP22032200017,260,7100,260,4200,4900,0
20220401100133400,PP22032200017,255,7000,255,4300,4800,0
20220401100133700,PP22032200017,260,6900,250,4400,4700,0
20220401100133700,PP22032200017,255,6800,255,4500,4800,0
20220401100133900,PP22032200017,250,6900,260,4200,4900,0
20220401100133900,PP22032200017,255,7000,255,4100,5000,0
20220401100134000,PP22032200017,260,7100,250,4000,5100,0
20220401100134000,PP22032200017,255,7200,255,4000,5200,0
20220401100134300,PP22032200017,250,7100,260,4200,5100,0
20220401100134300,PP22032200017,250,7000,255,4100,5000,0
20220401100134500,PP22032200017,255,6900,260,4300,5100,0
20220401100134500,PP22032200017,260,6800,255,4400,5200,0
20220401100134800,PP22032200017,255,6900,250,4200,5100,0
20220401100134800,PP22032200017,250,7000,255,4000,5000,0
20220401100135000,PP22032200017,255,7100,260,3900,4900,0
20220401100135000,PP22032200017,260,7200,255,3800,4800,0
20220401100135200,PP22032200017,255,7100,250,3850,4700,0
20220401100135200,PP22032200017,250,7000,250,3900,4800,0
20220401100135500,PP22032200017,255,7300,255,4000,4900,0
20220401100135500,PP22032200017,260,7200,260,4100,5000,0
20220401100135700,PP22032200017,255,7000,255,4200,5100,0
20220401100135700,PP22032200017,250,7100,250,4300,5200,0
20220401100136000,PP22032200017,255,7200,255,4400,5000,0
20220401100136000,PP22032200017,260,7100,260,4500,4900,0
20220401100136200,PP22032200017,255,7000,255,4200,4800,0
20220401100136200,PP22032200017,260,6900,250,4100,4700,0
20220401100136400,PP22032200017,255,6800,255,4000,4800,0
20220401100136400,PP22032200017,250,6900,260,4000,4900,0
20220401100136700,PP22032200017,255,7000,255,4200,5000,0
20220401100136700,PP22032200017,260,7100,250,4100,5100,0
20220401100136900,PP22032200017,255,7200,255,4300,5200,0
20220401100136900,PP22032200017,250,7100,260,4400,5100,0
20220401100137200,PP22032200017,250,7000,255,4200,5000,0
20220401100137200,PP22032200017,255,6900,260,4000,5100,0
20220401100137400,PP22032200017,260,6800,255,3900,5200,0
20220401100137400,PP22032200017,255,6900,250,3800,5100,0
20220401100137600,PP22032200017,250,7000,255,3850,5000,0
20220401100137600,PP22032200017,255,7100,260,3900,4900,0
20220401100137800,PP22032200017,260,7200,255,4000,4800,0
20220401100137800,PP22032200017,255,7100,250,4100,4700,0
20220401100138000,PP22032200017,250,7000,250,4200,4800,0
20220401100138000,PP22032200017,255,7000,255,4300,4900,0
20220401100138200,PP22032200017,260,7100,260,4400,5000,0
20220401100138200,PP22032200017,255,7200,255,4500,5100,0
20220401100138500,PP22032200017,250,7100,250,4200,5200,0
20220401100138500,PP22032200017,255,7000,255,4100,5000,0
20220401100138700,PP22032200017,260,6900,260,4000,4900,0
20220401100138700,PP22032200017,255,6800,255,4000,4800,0
20220401100139000,PP22032200017,260,6900,250,4200,4700,0
20220401100139000,PP22032200017,255,7000,255,4100,4800,0
20220401100139200,PP22032200017,250,7100,260,4300,4900,0
20220401100139200,PP22032200017,255,7200,255,4400,5000,0
20220401100139400,PP22032200017,260,7100,250,4200,5100,0
20220401100139400,PP22032200017,255,7000,255,4000,5200,0
20220401100139700,PP22032200017,250,6900,260,3900,5100,0
20220401100139700,PP22032200017,250,6800,255,3800,5000,0
20220401100139900,PP22032200017,255,6900,260,3850,5100,0
20220401100139900,PP22032200017,260,7000,255,3900,5200,0
20220401100140200,PP22032200017,255,7100,250,4000,5100,0
20220401100140200,PP22032200017,250,7200,255,4100,5000,0
20220401100140400,PP22032200017,255,7100,260,4200,4900,0
20220401100140400,PP22032200017,260,7000,255,4300,4800,0
20220401100140600,PP22032200017,255,7000,250,4400,4700,0
20220401100140600,PP22032200017,250,7100,250,4500,4800,0
20220401100140900,PP22032200017,255,7200,255,4200,4900,0
20220401100140900,PP22032200017,260,7100,260,4100,5000,0
20220401100141000,PP22032200017,255,7000,255,4000,5100,0
20220401100141000,PP22032200017,250,6900,250,4000,5200,0
20220401100141200,PP22032200017,255,6800,255,4200,5000,0
20220401100141200,PP22032200017,260,6900,260,4100,4900,0
20220401100141500,PP22032200017,255,7000,255,4300,4800,0
20220401100141500,PP22032200017,260,7100,250,4400,4700,0
20220401100141700,PP22032200017,255,7200,255,4200,4800,0
20220401100141700,PP22032200017,250,7100,260,4000,4900,0
20220401100142000,PP22032200017,255,7000,255,3900,5000,0
20220401100142000,PP22032200017,260,6900,250,3800,5100,0
20220401100142200,PP22032200017,255,6800,255,3850,5200,0
20220401100142200,PP22032200017,250,6900,260,3900,5100,0
20220401100142400,PP22032200017,250,7000,255,4000,5000,0
20220401100142400,PP22032200017,255,7100,260,4100,5100,0
20220401100142700,PP22032200017,260,7200,255,4200,5200,0
20220401100142700,PP22032200017,255,7100,250,4300,5100,0
20220401100142900,PP22032200017,250,7000,255,4400,5000,0
20220401100142900,PP22032200017,255,7000,260,4500,4900,0
20220401100143200,PP22032200017,260,7100,255,4200,4800,0
20220401100143200,PP22032200017,255,7200,250,4100,4700,0
20220401100143400,PP22032200017,250,7100,250,4000,4800,0
20220401100143400,PP22032200017,255,7000,255,4000,4900,0
20220401100143600,PP22032200017,260,6900,260,4200,5000,0
20220401100143600,PP22032200017,255,6800,255,4100,5100,0
20220401100143900,PP22032200017,250,6900,250,4300,5200,0
20220401100143900,PP22032200017,255,7000,255,4400,5000,0
20220401100144100,PP22032200017,260,7100,260,4200,4900,0
20220401100144100,PP22032200017,255,7200,255,4000,4800,0
20220401100144400,PP22032200017,260,7100,250,3900,4700,0
20220401100144400,PP22032200017,255,7000,255,3800,4800,0
20220401100144500,PP22032200017,250,6900,260,3850,4900,0
20220401100144500,PP22032200017,255,6800,255,3900,5000,0
20220401100144700,PP22032200017,260,6900,250,4000,5100,0
20220401100144700,PP22032200017,255,7000,255,4100,5200,0
20220401100145000,PP22032200017,250,7100,260,4200,5100,0
20220401100145000,PP22032200017,250,7200,255,4300,5000,0
20220401100145200,PP22032200017,255,7100,260,4400,5100,0
20220401100145200,PP22032200017,260,7000,255,4500,5200,0
20220401100145400,PP22032200017,255,7000,250,4200,5100,0
20220401100145400,PP22032200017,250,7100,255,4100,5000,0
20220401100145700,PP22032200017,255,7200,260,4000,4900,0
20220401100145700,PP22032200017,260,7100,255,4000,4800,0
20220401100145900,PP22032200017,255,7000,250,4200,4700,0
20220401100145900,PP22032200017,250,6900,250,4100,4800,0
20220401100146200,PP22032200017,255,6800,255,4300,4900,0
20220401100146200,PP22032200017,260,6900,260,4400,5000,0
20220401100146400,PP22032200017,255,7000,255,4200,5100,0
20220401100146400,PP22032200017,250,7100,250,4000,5200,0
20220401100146600,PP22032200017,255,7200,255,3900,5000,0
20220401100146600,PP22032200017,260,7100,260,3800,4900,0
20220401100146900,PP22032200017,255,7000,255,3850,4800,0
20220401100146900,PP22032200017,260,6900,250,3900,4700,0
20220401100147100,PP22032200017,255,6800,255,4000,4800,0
20220401100147100,PP22032200017,250,6900,260,4100,4900,0
20220401100147400,PP22032200017,255,7000,255,4200,5000,0
20220401100147400,PP22032200017,260,7100,250,4300,5100,0
20220401100147600,PP22032200017,255,7200,255,4400,5200,0
20220401100147600,PP22032200017,250,7100,260,4500,5100,0
20220401100147700,PP22032200017,250,7000,255,4200,5000,0
20220401100147700,PP22032200017,255,7300,260,4100,5100,0
20220401100148000,PP22032200017,260,7200,255,4000,5200,0
20220401100148000,PP22032200017,255,7000,250,4000,5100,0
20220401100148200,PP22032200017,250,7100,255,4200,5000,0
20220401100148200,PP22032200017,255,7200,260,4100,4900,0
20220401100148400,PP22032200017,260,7100,255,4300,4800,0
20220401100148400,PP22032200017,255,7000,250,4400,4700,0
20220401100148700,PP22032200017,250,6900,250,4200,4800,0
20220401100148700,PP22032200017,255,6800,255,4000,4900,0
20220401100148900,PP22032200017,260,6900,260,3900,5000,0
20220401100148900,PP22032200017,255,7000,255,3800,5100,0
20220401100149200,PP22032200017,250,7100,250,3850,5200,0
20220401100149200,PP22032200017,255,7200,255,3900,5000,0
20220401100149400,PP22032200017,260,7100,260,4000,4900,0
20220401100149400,PP22032200017,255,7000,255,4100,4800,0
20220401100149600,PP22032200017,260,6900,250,4200,4700,0
20220401100149600,PP22032200017,255,6800,255,4300,4800,0
20220401100149900,PP22032200017,250,6900,260,4400,4900,0
20220401100149900,PP22032200017,255,7000,255,4500,5000,0
20220401100150100,PP22032200017,260,7100,250,4200,5100,0
20220401100150100,PP22032200017,255,7200,255,4100,5200,0
20220401100150400,PP22032200017,250,7100,260,4000,5100,0
20220401100150400,PP22032200017,250,7000,255,4000,5000,0
20220401100150600,PP22032200017,255,7000,260,4200,5100,0
20220401100150600,PP22032200017,260,7100,255,4100,5200,0
20220401100150800,PP22032200017,255,7200,250,4300,5100,0
20220401100150800,PP22032200017,250,7100,255,4400,5000,0
20220401100151100,PP22032200017,255,7000,260,4200,4900,0
20220401100151100,PP22032200017,260,6900,255,4000,4800,0
20220401100151200,PP22032200017,255,6800,250,3900,4700,0
20220401100151200,PP22032200017,250,6900,250,3800,4800,0
20220401100151400,PP22032200017,255,7000,255,3850,4900,0
